pct_samples,cumulative_gain
0.0003333333333333333,0.0009775171065493646
0.0006666666666666666,0.0019550342130987292
0.001,0.002932551319648094
0.0013333333333333333,0.002932551319648094
0.0016666666666666668,0.0039100684261974585
0.002,0.0039100684261974585
0.0023333333333333335,0.004887585532746823
0.0026666666666666666,0.005865102639296188
0.003,0.006842619745845552
0.0033333333333333335,0.007820136852394917
0.0036666666666666666,0.007820136852394917
0.004,0.008797653958944282
0.004333333333333333,0.009775171065493646
0.004666666666666667,0.009775171065493646
0.005,0.010752688172043012
0.005333333333333333,0.011730205278592375
0.005666666666666667,0.011730205278592375
0.006,0.01270772238514174
0.006333333333333333,0.013685239491691105
0.006666666666666667,0.01466275659824047
0.007,0.01466275659824047
0.007333333333333333,0.01466275659824047
0.007666666666666666,0.01466275659824047
0.008,0.015640273704789834
0.008333333333333333,0.016617790811339198
0.008666666666666666,0.016617790811339198
0.009,0.017595307917888565
0.009333333333333334,0.017595307917888565
0.009666666666666667,0.017595307917888565
0.01,0.017595307917888565
0.010333333333333333,0.017595307917888565
0.010666666666666666,0.017595307917888565
0.011,0.01857282502443793
0.011333333333333334,0.019550342130987292
0.011666666666666667,0.019550342130987292
0.012,0.020527859237536656
0.012333333333333333,0.021505376344086023
0.012666666666666666,0.022482893450635387
0.013,0.022482893450635387
0.013333333333333334,0.022482893450635387
0.013666666666666667,0.022482893450635387
0.014,0.02346041055718475
0.014333333333333333,0.024437927663734114
0.014666666666666666,0.02541544477028348
0.015,0.02541544477028348
0.015333333333333332,0.026392961876832845
0.015666666666666666,0.026392961876832845
0.016,0.02737047898338221
0.01633333333333333,0.028347996089931573
0.016666666666666666,0.028347996089931573
0.017,0.02932551319648094
0.017333333333333333,0.030303030303030304
0.017666666666666667,0.030303030303030304
0.018,0.03128054740957967
0.018333333333333333,0.03225806451612903
0.018666666666666668,0.033235581622678395
0.019,0.033235581622678395
0.019333333333333334,0.03421309872922776
0.019666666666666666,0.03519061583577713
0.02,0.03616813294232649
0.02033333333333333,0.03714565004887586
0.020666666666666667,0.03714565004887586
0.021,0.03812316715542522
0.021333333333333333,0.039100684261974585
0.021666666666666667,0.039100684261974585
0.022,0.04007820136852395
0.022333333333333334,0.04105571847507331
0.02266666666666667,0.042033235581622676
0.023,0.042033235581622676
0.023333333333333334,0.042033235581622676
0.023666666666666666,0.042033235581622676
0.024,0.043010752688172046
0.024333333333333332,0.04398826979472141
0.024666666666666667,0.044965786901270774
0.025,0.04594330400782014
0.025333333333333333,0.0469208211143695
0.025666666666666667,0.047898338220918865
0.026,0.047898338220918865
0.026333333333333334,0.04887585532746823
0.02666666666666667,0.04887585532746823
0.027,0.04985337243401759
0.027333333333333334,0.04985337243401759
0.027666666666666666,0.04985337243401759
0.028,0.04985337243401759
0.028333333333333332,0.05083088954056696
0.028666666666666667,0.05180840664711633
0.029,0.05180840664711633
0.029333333333333333,0.05180840664711633
0.029666666666666668,0.05278592375366569
